Run	Sample	Condition	sample_name
SRR2054411	SAMN03764221	Caenorhabditis elegans N2 larval L1 reference cells library FGSR251 DMM251_N2all_L1.	Caenorhabditis elegans N2 larval L1 reference cells library FGSR251 DMM251_N2all_L1.
SRR2054412	SAMN03764221	Caenorhabditis elegans N2 larval L1 reference cells library FGSR251 DMM251_N2all_L1.	Caenorhabditis elegans N2 larval L1 reference cells library FGSR251 DMM251_N2all_L1.
SRR125337	SAMN00217584	Caenorhabditis elegans N2 larval L2 RNA biological replicate L2-4	Caenorhabditis elegans N2 larval L2 RNA biological replicate L2-4
SRR125339	SAMN00217584	Caenorhabditis elegans N2 larval L2 RNA biological replicate L2-4	Caenorhabditis elegans N2 larval L2 RNA biological replicate L2-4
SRR493362	SAMN00990703	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53
SRR493363	SAMN00990703	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53
SRR493364	SAMN00990703	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53
SRR493365	SAMN00990703	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53
SRR578144	SAMN00990703	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53	Caenorhabditis elegans N2 larval L2- total RNA - library N2_L2_RZ-53
SRR089405	SAMN00189280	Caenorhabditis elegans N2 larval L3 RNA biological replicate L3-1	Caenorhabditis elegans N2 larval L3 RNA biological replicate L3-1
SRR089406	SAMN00189280	Caenorhabditis elegans N2 larval L3 RNA biological replicate L3-1	Caenorhabditis elegans N2 larval L3 RNA biological replicate L3-1
SRR089407	SAMN00189280	Caenorhabditis elegans N2 larval L3 RNA biological replicate L3-1	Caenorhabditis elegans N2 larval L3 RNA biological replicate L3-1
SRR136597	SRR136597	Caenorhabditis elegans N2 larval L4 RNA array capture 4	Caenorhabditis elegans N2 larval L4 RNA array capture 4
SRR2054485	SAMN03764266	Caenorhabditis elegans N2 larval L4 RNA biological replicate L4-2	Caenorhabditis elegans N2 larval L4 RNA biological replicate L4-2
SRR2054486	SAMN03764266	Caenorhabditis elegans N2 larval L4 RNA biological replicate L4-2	Caenorhabditis elegans N2 larval L4 RNA biological replicate L4-2
SRR2054487	SAMN03764266	Caenorhabditis elegans N2 larval L4 RNA biological replicate L4-2	Caenorhabditis elegans N2 larval L4 RNA biological replicate L4-2
SRR351935	SAMN00738536	Caenorhabditis elegans N2 larval L4 control for Haptocillium sphaerosporum non-infected	Caenorhabditis elegans N2 larval L4 control for Haptocillium sphaerosporum non-infected
SRR351936	SAMN00738536	Caenorhabditis elegans N2 larval L4 control for Haptocillium sphaerosporum non-infected	Caenorhabditis elegans N2 larval L4 control for Haptocillium sphaerosporum non-infected
SRR351938	SAMN00738540	Caenorhabditis elegans N2 larval L4 exposed to Haptocillium sphaerosporum	Caenorhabditis elegans N2 larval L4 exposed to Haptocillium sphaerosporum
SRR351939	SAMN00738540	Caenorhabditis elegans N2 larval L4 exposed to Haptocillium sphaerosporum	Caenorhabditis elegans N2 larval L4 exposed to Haptocillium sphaerosporum
SRR137926	SAMN00249951	Caenorhabditis elegans N2 larval L4 male RNA library L4MALE6 array capture 4	Caenorhabditis elegans N2 larval L4 male RNA library L4MALE6 array capture 4
SRR139148	SAMN00249951	Caenorhabditis elegans N2 larval L4 male RNA library L4MALE6 array capture 4	Caenorhabditis elegans N2 larval L4 male RNA library L4MALE6 array capture 4
SRR136598	SRR136598	Caenorhabditis elegans N2 larval L4 ribominus RNA array capture 3	Caenorhabditis elegans N2 larval L4 ribominus RNA array capture 3
SRR124255	SAMN00217350	Caenorhabditis elegans N2 late embryo RNA biological replicate LE-1	Caenorhabditis elegans N2 late embryo RNA biological replicate LE-1
SRR124256	SAMN00217350	Caenorhabditis elegans N2 late embryo RNA biological replicate LE-1	Caenorhabditis elegans N2 late embryo RNA biological replicate LE-1
SRR124257	SAMN00217350	Caenorhabditis elegans N2 late embryo RNA biological replicate LE-1	Caenorhabditis elegans N2 late embryo RNA biological replicate LE-1
SRR136599	SRR136599	Caenorhabditis elegans N2 late embryo RNA library LE-2 array capture 6	Caenorhabditis elegans N2 late embryo RNA library LE-2 array capture 6
SRR2054467	SAMN03764262	Caenorhabditis elegans N2 late embryo reference cells library FGSR426 DMM426_N2ref_LE.	Caenorhabditis elegans N2 late embryo reference cells library FGSR426 DMM426_N2ref_LE.
SRR2054468	SAMN03764262	Caenorhabditis elegans N2 late embryo reference cells library FGSR426 DMM426_N2ref_LE.	Caenorhabditis elegans N2 late embryo reference cells library FGSR426 DMM426_N2ref_LE.
SRR2054469	SAMN03764262	Caenorhabditis elegans N2 late embryo reference cells library FGSR426 DMM426_N2ref_LE.	Caenorhabditis elegans N2 late embryo reference cells library FGSR426 DMM426_N2ref_LE.
SRR2054470	SAMN03764262	Caenorhabditis elegans N2 late embryo reference cells library FGSR426 DMM426_N2ref_LE.	Caenorhabditis elegans N2 late embryo reference cells library FGSR426 DMM426_N2ref_LE.
SRR2054475	SAMN03764264	Caenorhabditis elegans N2 late embryo reference cells library FGSR427 DMM427_N2ref_LE	Caenorhabditis elegans N2 late embryo reference cells library FGSR427 DMM427_N2ref_LE
SRR2054476	SAMN03764264	Caenorhabditis elegans N2 late embryo reference cells library FGSR427 DMM427_N2ref_LE	Caenorhabditis elegans N2 late embryo reference cells library FGSR427 DMM427_N2ref_LE
SRR2054477	SAMN03764264	Caenorhabditis elegans N2 late embryo reference cells library FGSR427 DMM427_N2ref_LE	Caenorhabditis elegans N2 late embryo reference cells library FGSR427 DMM427_N2ref_LE
SRR2054478	SAMN03764264	Caenorhabditis elegans N2 late embryo reference cells library FGSR427 DMM427_N2ref_LE	Caenorhabditis elegans N2 late embryo reference cells library FGSR427 DMM427_N2ref_LE
SRR124273	SAMN00217435	Caenorhabditis elegans N2 mid-L4 male RNA sample 5	Caenorhabditis elegans N2 mid-L4 male RNA sample 5
SRR124274	SAMN00217435	Caenorhabditis elegans N2 mid-L4 male RNA sample 5	Caenorhabditis elegans N2 mid-L4 male RNA sample 5
SRR316928	SAMN00678380	Caenorhabditis elegans N2 pharyngeal muscle RNA library	Caenorhabditis elegans N2 pharyngeal muscle RNA library
SRR316929	SAMN00678380	Caenorhabditis elegans N2 pharyngeal muscle RNA library	Caenorhabditis elegans N2 pharyngeal muscle RNA library
SRR2054488	SAMN03764267	Caenorhabditis elegans N2 young adult RNA biological replicate YA-2	Caenorhabditis elegans N2 young adult RNA biological replicate YA-2
SRR2054489	SAMN03764267	Caenorhabditis elegans N2 young adult RNA biological replicate YA-2	Caenorhabditis elegans N2 young adult RNA biological replicate YA-2
SRR2054490	SAMN03764267	Caenorhabditis elegans N2 young adult RNA biological replicate YA-2	Caenorhabditis elegans N2 young adult RNA biological replicate YA-2
SRR2054491	SAMN03764268	Caenorhabditis elegans N2 young adult RNA biological replicate YA-52	Caenorhabditis elegans N2 young adult RNA biological replicate YA-52
SRR2054492	SAMN03764268	Caenorhabditis elegans N2 young adult RNA biological replicate YA-52	Caenorhabditis elegans N2 young adult RNA biological replicate YA-52
SRR2054493	SAMN03764268	Caenorhabditis elegans N2 young adult RNA biological replicate YA-52	Caenorhabditis elegans N2 young adult RNA biological replicate YA-52
SRR2054494	SAMN03764268	Caenorhabditis elegans N2 young adult RNA biological replicate YA-52	Caenorhabditis elegans N2 young adult RNA biological replicate YA-52
SRR360132	SAMN00749807	Caenorhabditis elegans N2 young adult RNA library Yad-1 ribominus	Caenorhabditis elegans N2 young adult RNA library Yad-1 ribominus
SRR360133	SAMN00749807	Caenorhabditis elegans N2 young adult RNA library Yad-1 ribominus	Caenorhabditis elegans N2 young adult RNA library Yad-1 ribominus
SRR360134	SAMN00749807	Caenorhabditis elegans N2 young adult RNA library Yad-1 ribominus	Caenorhabditis elegans N2 young adult RNA library Yad-1 ribominus
SRR125481	SAMN00221856	Caenorhabditis elegans N2 young adult YA RNA biological replicate Yad-1	Caenorhabditis elegans N2 young adult YA RNA biological replicate Yad-1
SRR125482	SAMN00221856	Caenorhabditis elegans N2 young adult YA RNA biological replicate Yad-1	Caenorhabditis elegans N2 young adult YA RNA biological replicate Yad-1
SRR360126	SAMN00749806	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre
SRR360127	SAMN00749806	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre
SRR360128	SAMN00749806	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre
SRR360129	SAMN00749806	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre
SRR360130	SAMN00749806	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre
SRR473297	SAMN00749806	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre
SRR473298	SAMN00749806	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre
SRR2043338	SAMN03742153	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR228 DMM228_AVE-nrn_LE.	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR228 DMM228_AVE-nrn_LE.
SRR2043339	SAMN03742153	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR228 DMM228_AVE-nrn_LE.	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR228 DMM228_AVE-nrn_LE.
SRR2043340	SAMN03742153	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR228 DMM228_AVE-nrn_LE.	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR228 DMM228_AVE-nrn_LE.
SRR2043341	SAMN03742153	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR228 DMM228_AVE-nrn_LE.	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR228 DMM228_AVE-nrn_LE.
SRR2043345	SAMN03742155	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR229 DMM229_AVE-nrn_LE.	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR229 DMM229_AVE-nrn_LE.
SRR2043346	SAMN03742155	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR229 DMM229_AVE-nrn_LE.	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR229 DMM229_AVE-nrn_LE.
SRR2043347	SAMN03742155	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR229 DMM229_AVE-nrn_LE.	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR229 DMM229_AVE-nrn_LE.
SRR2043348	SAMN03742155	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR229 DMM229_AVE-nrn_LE.	Caenorhabditis elegans NC1750 late embryo AVE neurons DSN treated total RNA library FGSR229 DMM229_AVE-nrn_LE.
SRR2043342	SAMN03742154	Caenorhabditis elegans NC1924 larval L3/L4 pharyngeal gland cell library FGSR222 DMM222_phar-gl_L3.	Caenorhabditis elegans NC1924 larval L3/L4 pharyngeal gland cell library FGSR222 DMM222_phar-gl_L3.
SRR2043343	SAMN03742154	Caenorhabditis elegans NC1924 larval L3/L4 pharyngeal gland cell library FGSR222 DMM222_phar-gl_L3.	Caenorhabditis elegans NC1924 larval L3/L4 pharyngeal gland cell library FGSR222 DMM222_phar-gl_L3.
SRR2043337	SAMN03742152	Caenorhabditis elegans NC1924 larval L3/L4 pharyngeal gland cell library FGSR233 DMM233_phar-gl_L3.	Caenorhabditis elegans NC1924 larval L3/L4 pharyngeal gland cell library FGSR233 DMM233_phar-gl_L3.
SRR2043471	SAMN03742152	Caenorhabditis elegans NC1924 larval L3/L4 pharyngeal gland cell library FGSR233 DMM233_phar-gl_L3.	Caenorhabditis elegans NC1924 larval L3/L4 pharyngeal gland cell library FGSR233 DMM233_phar-gl_L3.
SRR2043254	SAMN03742053	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR202.	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR202.
SRR2043255	SAMN03742053	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR202.	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR202.
SRR2043256	SAMN03742053	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR202.	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR202.
SRR2043257	SAMN03742053	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR202.	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR202.
SRR2043272	SAMN03742056	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR220.	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR220.
SRR2043273	SAMN03742056	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR220.	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR220.
SRR2043274	SAMN03742056	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR220.	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR220.
SRR2043275	SAMN03742056	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR220.	Caenorhabditis elegans NC2015 late embryo PVC neuron DSN treated total RNA library FGSR220.
SRR473086	SRR473086	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR408	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR408
SRR473300	SRR473300	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR414	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR414
SRR474828	SRR474828	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR415	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR415
SRR2054463	SAMN03764261	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR420 DMM420_unc4-VA-nrn_L2.	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR420 DMM420_unc4-VA-nrn_L2.
SRR2054464	SAMN03764261	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR420 DMM420_unc4-VA-nrn_L2.	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR420 DMM420_unc4-VA-nrn_L2.
SRR2054465	SAMN03764261	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR420 DMM420_unc4-VA-nrn_L2.	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR420 DMM420_unc4-VA-nrn_L2.
SRR2054466	SAMN03764261	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR420 DMM420_unc4-VA-nrn_L2.	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR420 DMM420_unc4-VA-nrn_L2.
SRR2054459	SAMN03764260	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR422 DMM422_unc4-VA-nrn_L2.	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR422 DMM422_unc4-VA-nrn_L2.
SRR2054460	SAMN03764260	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR422 DMM422_unc4-VA-nrn_L2.	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR422 DMM422_unc4-VA-nrn_L2.
SRR2054461	SAMN03764260	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR422 DMM422_unc4-VA-nrn_L2.	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR422 DMM422_unc4-VA-nrn_L2.
SRR2054462	SAMN03764260	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR422 DMM422_unc4-VA-nrn_L2.	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR422 DMM422_unc4-VA-nrn_L2.
SRR2054471	SAMN03764263	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR423 DMM423_unc4-VA-nrn_L2	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR423 DMM423_unc4-VA-nrn_L2
SRR2054472	SAMN03764263	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR423 DMM423_unc4-VA-nrn_L2	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR423 DMM423_unc4-VA-nrn_L2
SRR2054473	SAMN03764263	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR423 DMM423_unc4-VA-nrn_L2	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR423 DMM423_unc4-VA-nrn_L2
SRR2054474	SAMN03764263	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR423 DMM423_unc4-VA-nrn_L2	Caenorhabditis elegans NC2525 larval L2 VA neuron library FGSR423 DMM423_unc4-VA-nrn_L2
SRR504322	SAMN01036894	Caenorhabditis elegans NW1229 larval L1 all neuron DSN treated library FGSR381 - DMM381_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron DSN treated library FGSR381 - DMM381_all-nrn_L1
SRR504323	SAMN01036894	Caenorhabditis elegans NW1229 larval L1 all neuron DSN treated library FGSR381 - DMM381_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron DSN treated library FGSR381 - DMM381_all-nrn_L1
SRR578032	SAMN01036894	Caenorhabditis elegans NW1229 larval L1 all neuron DSN treated library FGSR381 - DMM381_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron DSN treated library FGSR381 - DMM381_all-nrn_L1
SRR504319	SAMN01036893	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR383 - DMM383_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR383 - DMM383_all-nrn_L1
SRR578033	SAMN01036893	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR383 - DMM383_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR383 - DMM383_all-nrn_L1
SRR2054454	SAMN03764259	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1
SRR2054455	SAMN03764259	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1
SRR2054456	SAMN03764259	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1
SRR2054457	SAMN03764259	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1
SRR2054481	SAMN03764259	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1
SRR2054482	SAMN03764259	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1
SRR2054483	SAMN03764259	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1
SRR2054484	SAMN03764259	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1	Caenorhabditis elegans NW1229 larval L1 all neuron library FGSR391 DMM391_all-nrn_L1
SRR493075	SRR493075	Caenorhabditis elegans NW1229 larval L1 all neurons - total RNA - library FGSR383	Caenorhabditis elegans NW1229 larval L1 all neurons - total RNA - library FGSR383
SRR493078	SRR493078	Caenorhabditis elegans NW1229 larval L1 all neurons - total RNA - library FGSR391	Caenorhabditis elegans NW1229 larval L1 all neurons - total RNA - library FGSR391
SRR2043246	SAMN03742051	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR133.	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR133.
SRR2043247	SAMN03742051	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR133.	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR133.
SRR2043248	SAMN03742051	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR133.	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR133.
SRR2043249	SAMN03742051	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR133.	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR133.
SRR2043258	SAMN03742054	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR135.	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR135.
SRR2043259	SAMN03742054	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR135.	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR135.
SRR2043260	SAMN03742054	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR135.	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR135.
SRR2043261	SAMN03742054	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR135.	Caenorhabditis elegans SS747 early embryo Z2/Z3 cells DSN treated total RNA library FGSR135.
SRR360122	SAMN00749804	Caenorhabditis elegans dauer daf-2(el370) RNA sample 2	Caenorhabditis elegans dauer daf-2(el370) RNA sample 2
SRR360123	SAMN00749804	Caenorhabditis elegans dauer daf-2(el370) RNA sample 2	Caenorhabditis elegans dauer daf-2(el370) RNA sample 2
SRR360120	SAMN00749803	Caenorhabditis elegans dauer daf-2(el370) RNA sample 2-1	Caenorhabditis elegans dauer daf-2(el370) RNA sample 2-1
SRR360121	SAMN00749803	Caenorhabditis elegans dauer daf-2(el370) RNA sample 2-1	Caenorhabditis elegans dauer daf-2(el370) RNA sample 2-1
SRR360124	SAMN00749805	Caenorhabditis elegans dauer daf-2(el370) RNA sample 5-1	Caenorhabditis elegans dauer daf-2(el370) RNA sample 5-1
SRR360125	SAMN00749805	Caenorhabditis elegans dauer daf-2(el370) RNA sample 5-1	Caenorhabditis elegans dauer daf-2(el370) RNA sample 5-1
SRR358688	SAMN00744406	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1
SRR358689	SAMN00744406	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1
SRR358690	SAMN00744406	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1
SRR358691	SAMN00744406	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1
SRR358692	SAMN00744406	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 1-1
SRR124275	SAMN00217436	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 2	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 2
SRR124276	SAMN00217436	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 2	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 2
SRR358693	SAMN00744407	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 4-1	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 4-1
SRR358694	SAMN00744407	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 4-1	Caenorhabditis elegans dauer entry daf-2(el370) RNA sample 4-1
SRR089798	SRR089798	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 2	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 2
SRR358683	SAMN00744405	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1
SRR358684	SAMN00744405	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1
SRR358685	SAMN00744405	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1
SRR358686	SAMN00744405	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1
SRR358687	SAMN00744405	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 3-1
SRR358695	SAMN00744408	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1
SRR358696	SAMN00744408	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1
SRR358697	SAMN00744408	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1
SRR358698	SAMN00744408	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1
SRR358699	SAMN00744408	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1	Caenorhabditis elegans dauer exit daf-2(el370) RNA sample 6-1
SRR504316	SAMN01036891	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR260 - DMM260_N2ref_EE	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR260 - DMM260_N2ref_EE
SRR578031	SAMN01036891	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR260 - DMM260_N2ref_EE	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR260 - DMM260_N2ref_EE
SRR2054426	SAMN03764226	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR271 DMM271_N2ref_EE.	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR271 DMM271_N2ref_EE.
SRR2054427	SAMN03764226	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR271 DMM271_N2ref_EE.	Caenorhabditis elegans early embryo reference cells DSN treated total RNA library FGSR271 DMM271_N2ref_EE.
