# Gene expression in TPM for each run in  study ERP000948
	ERR048962	ERR048970	ERR048972	ERR048961	ERR048967	ERR048969	ERR048974	ERR048964	ERR048963	ERR048971	ERR048973	ERR048965
WBGene00233045	8.46	8.07	9.11	33.22	13.68	9.89	50.53	80.04	48.03	45.21	48.16	36.31
WBGene00233046	57.94	54.63	64.27	10.48	34.77	30.07	1.74	33.99	0.45	3.09	1.47	0
WBGene00233047	1.29	0.69	1.06	38.55	1.58	0.49	3.94	0	1.96	2.7	3.21	0.29
WBGene00233048	17.26	20.89	15.56	4.42	22.72	22.29	4.51	68.81	4.27	7.34	5.68	21.6
WBGene00233049	77.67	54.47	63.47	12.32	95.52	77.48	192.71	0	93.52	96.41	90.09	0
WBGene00233050	14.17	29.49	35.53	6.24	2.92	5.99	43.92	0	18.08	21.75	16.03	0.9
WBGene00233052	4.3	3.91	4.39	88.01	0.98	0.76	148.01	0	173.16	187.16	192.89	1.36
WBGene00233053	4.15	1.03	3.58	14.46	0	0.73	888.31	0	245.26	232.35	257.67	1.31
WBGene00233054	7.99	4.59	9.23	1.02	10.69	12.02	4.15	103.08	2.85	2.49	2.97	5.55
WBGene00233055	3.63	2.86	4.58	44.43	2.83	3.2	221.83	152.55	27.22	32.58	36.28	1.57
WBGene00233056	3.98	1.48	2.48	7.85	2.73	2.81	3.74	23.74	15.35	12.37	13.43	3.78
WBGene00233057	0	0.17	0	0.48	0	0.24	0.34	7.13	0.18	0	0.3	0.22
WBGene00233058	18.15	17.18	19.18	4.39	6.92	6.89	1.85	11.27	0.34	0.92	0.82	165.55
WBGene00233059	71.95	80.4	91.41	14.11	10.32	8.53	0.18	31.2	0	0	0	561.37
WBGene00233060	18.28	18.88	19.88	4.66	8.55	6.83	0.13	76.37	0	0	0	170.05
WBGene00233061	5.21	9.69	6.06	77.95	22.99	33.47	10.84	33.29	7.92	13.61	8.91	21.21
WBGene00233062	145.33	154.06	149.29	29.41	65.95	61.51	29.64	316.99	30.81	32.89	25.22	60.4
WBGene00233063	26.68	32.62	35.72	14.43	25.98	30.5	18.77	18.81	8.63	11.86	14.52	21.11
WBGene00233064	24.34	31.07	36.35	242.56	7.93	4.72	130.23	19.96	436.3	467.15	436.24	2.7
WBGene00233065	72.46	65.32	73.02	76.97	109.34	109.48	40.02	1.73	27.48	26.95	30.07	72.39
WBGene00233066	10	12.39	10.14	6.72	28.8	29.24	115.89	5.96	24.45	19	32.63	2.53
WBGene00233067	10.31	11.14	15.19	23.46	1.36	2.56	3.76	3.94	1.76	2.42	2.3	0.84
WBGene00233068	18.85	22.34	26.28	8.56	23.19	22.39	15.5	100.77	19.07	27.71	20.95	3.24
WBGene00233069	207.47	229.25	270.42	46.54	178.29	159.01	88.38	77.46	43.39	48.63	48.4	123.68
WBGene00233070	59.15	61.31	67.26	125.56	127.32	134.22	104.12	221.83	69.65	76.3	72.14	63.01
WBGene00233071	3.06	2.41	2.26	6.93	4.76	6.12	15.67	6.21	2.95	2.54	1.51	7.47
WBGene00233072	150.83	157.18	172.23	98.96	307.23	321.71	85.22	59.92	58.4	62.58	65.61	50.89
WBGene00233073	205.16	206.09	193.75	41.22	123.79	124.61	40.58	155.62	25.33	26.11	25.11	85.79
WBGene00233074	111.93	105.99	124.25	154.76	94.17	88.51	135.16	104.66	74.69	76.22	62.51	63.3
WBGene00233075	0	0	0	49.55	0	0.91	0.24	2.56	0	0	0	0.54
WBGene00233076	12.73	8.8	9.35	28.67	25.39	22.95	67.74	4.41	49.59	68.16	51.53	2.81
WBGene00233077	70.14	79.41	78.86	49.8	102.67	97.77	63.64	0	38.59	38.12	41.45	109.55
WBGene00233078	89.32	94.5	100.89	90.44	106.79	113.73	31.46	0	25.66	26.63	28.41	45.81
WBGene00233083	70.64	82.47	84.51	149.16	90.09	88.78	56.9	0	49.06	42.62	46.06	55.17
WBGene00233085	0.43	0.53	1.24	1.88	8.13	6.46	0.59	25.7	0.57	0.79	0.7	1.71
WBGene00233086	0.8	1.99	1.15	8.38	18.59	18.4	7.73	5.98	4.27	8.07	8.3	8.26
WBGene00233089	191.15	201.3	210.35	154.26	181.05	185.2	92.42	38.34	109.87	106.57	109.76	149.5
WBGene00233090	6.83	5.86	10.23	72.55	6.61	8.03	7.23	0	7.45	8.97	7.62	1.11
WBGene00233091	51.8	51.87	54.34	113.6	83.84	87.28	302.75	128.97	141.32	139.98	149.24	121.01
WBGene00233092	27.92	22.17	31.93	15.94	9.8	12.06	38.7	11.25	14.33	15.76	15.13	45.88
WBGene00233095	788.15	762.58	817.08	2539.79	10.6	17.7	6509.84	132.44	9030.12	8577.95	8783.31	26.29
WBGene00233096	106.71	120.94	127.86	124.79	159.94	157.83	173.66	63.36	132.64	134.11	136.77	61.92
WBGene00233099	95.54	103.97	100.64	106.71	97.98	95.77	57.84	0	43.69	33.26	37.12	102.38
WBGene00233102	141.97	181.95	192.69	83.91	117.11	128.45	132.08	185.75	54.03	76.25	68.98	119.18
WBGene00233103	68.52	67.17	85.74	86.5	147.27	134.83	149.62	0	91.1	94.05	97.01	38.32
WBGene00233104	1.31	2.25	1.98	123.87	6.92	7.46	13	50.35	11.13	12.35	10.86	3.03
WBGene00233105	0.39	0.48	0	65.12	5.29	3.06	10.09	34.5	4.1	6.35	3.78	1.22
WBGene00233106	1501.61	1494.6	1184.05	155.73	183.2	205.78	140.09	6.75	151.63	152.73	159.21	773.85
WBGene00233108	15.66	18.68	16.93	52.13	43.76	51.1	139.62	90.75	44.72	37.09	35.96	10.09
WBGene00233109	3.35	6.63	13.77	56.86	1.15	2.06	2.76	9.97	5.34	2.45	1.82	0
WBGene00233110	94.01	93	114.45	50.76	82.55	93.61	215.68	5.57	120.01	128.97	123.99	195.7
WBGene00233111	9.98	8.62	10.71	22.97	24.37	18.65	16.15	11.26	9.65	9.39	9.87	10.52
WBGene00233112	86.48	75.46	82.19	34.44	59.02	56.35	55.79	279.1	15.79	22.26	21.2	80.94
WBGene00233113	4.7	3.58	3.81	178.61	14.88	10.51	19.81	5.39	13.94	7.93	12.98	1.14
WBGene00233114	2.05	0.51	3.34	1301.71	2.11	2.53	3.01	0	1.64	2.25	4.02	14.93
WBGene00233115	5.47	5.8	6.35	42.79	4.02	5.5	5.28	11.64	2.08	0	2.12	3.09
WBGene00233117	3.81	3.5	4.7	9.98	6.74	7.69	128	21.98	92.3	85.33	97.33	14.58
WBGene00233118	185.85	201.59	218.11	90.31	116.96	115.98	85.09	9.45	60.72	63.18	81.09	90.83
WBGene00233119	305.8	348.63	244.36	284.29	313.67	341.38	155.89	103.24	158.07	162.96	152.11	346.75
WBGene00233121	80.4	86.1	91.27	15.41	120.4	117.66	8.79	108.81	8.42	9.32	11.48	44.54
WBGene00233124	168.62	211.57	197.66	99.96	310.73	310.1	140.96	25.85	126.64	146.28	145.44	222.48
WBGene00233126	71.77	83.86	89.47	31.28	67.08	62.96	30.62	1.6	24.57	25.52	27.12	34.34
WBGene00233127	27.97	29.26	31.75	40.7	51.72	60.52	123.45	179.75	36.97	36.12	29.52	38.7
WBGene00233128	294.12	301.55	315.92	126.78	166.24	162.46	148.28	2.28	65.04	62.58	68.53	227.37
WBGene00233129	30.2	23.07	30.69	11.04	128.45	129.8	9.58	0	3.85	6.05	5.4	9.17
WBGene00233130	31.1	32.64	31	15.28	86.61	71.58	62.84	0	19.46	23.41	17.52	33
WBGene00233131	103.73	87.01	88.41	76.38	98.45	94.48	85.38	26.06	60.43	63.37	63.4	56.25
WBGene00233133	1.21	8.99	1.16	19.64	47.71	37.3	75.15	45.06	12.86	33.15	22.37	1.91
WBGene00233134	2.39	2.69	3.53	214.28	3.35	3.06	4.18	0	10.38	11.1	12.5	2.4
WBGene00233135	51.82	55.45	56.36	110.99	91.51	89.87	61.14	66.7	40.4	40.46	40.11	36.71
WBGene00233137	363.59	358.36	346.84	244.9	290.56	274.52	278.35	0	185.67	217.47	199.6	571.39
WBGene00233138	197.62	208.4	237.96	125.59	22.54	23.16	98.22	0	118.79	129.67	130.96	177.97
WBGene00233143	195.63	231.03	242.5	235.33	189.18	184.2	217.06	21.88	155.91	179.77	168.13	135.9
WBGene00233144	239.78	302.03	330.94	78.48	109.22	99.07	180.92	0	80.69	70.91	106.09	94.46
WBGene00233145	4.97	3.47	5.95	2.52	12.8	12.87	0.36	23.16	0.41	0.57	1.35	1.48
WBGene00233146	6.25	12.58	9.34	1.81	12.05	13.76	3.76	5.82	2.08	7.13	6.8	12.35
WBGene00233147	16.46	17.78	16.16	56.04	85.4	101.88	112.14	0	66.2	59.38	76.67	26.71
WBGene00233148	46.44	73.1	83.8	179.81	201.3	194.67	114.7	0	47.56	66.52	57.36	79.44
WBGene00233149	11.34	10.3	13.93	16.66	28.53	29.31	14.3	0	12.56	13.13	11.93	2.39
WBGene00233150	0	1.5	0	3.51	0	2.13	0.83	117.15	0	2.21	0	0
WBGene00233151	140.84	153.26	163.17	25.8	27.88	26.31	6.3	38.54	11.79	10.26	9.81	1.4
WBGene00233153	161.65	183.17	190.92	68.54	169.42	162.11	8.23	126.61	21.59	21.76	22.11	9.62
WBGene00233154	11.48	13.39	14.06	66.98	70.66	74.98	206.96	75.49	69.59	69.73	63.93	22.97
WBGene00233155	0	0	0	1.4	0	6.39	0	0	0	0	0	0
WBGene00233157	6.92	9.8	8.05	4.36	10.86	10.11	10.48	10.32	22.09	18.07	19.8	0.31
WBGene00233158	26.67	25.17	30.26	36.43	81.29	80.13	164.85	41.14	162.72	166.76	181.1	14.67
WBGene00233160	4.95	3.35	3.23	50.9	48.63	36.88	126.01	97.26	11.97	8.22	12.73	12.11
WBGene00233161	143.09	147.86	157.13	101.85	300.72	297.28	319.87	21.07	150.39	164.34	155.38	107.83
WBGene00233163	152.71	156.26	172.45	17.29	157.45	151.01	30.89	4.79	22.53	26.26	24.27	29.53
WBGene00233164	63.34	87.09	74.51	133.19	208.87	196.61	177.66	0	162.44	161.31	150.28	82.76
WBGene00233166	59.01	68.03	76.09	279	212.26	247.7	220.99	18.32	173.24	185.72	179.22	125.78
WBGene00233167	79.56	91.72	113.46	9.09	171.67	166.43	16.82	25.78	7.05	10.96	10.29	9.85
WBGene00233169	0.61	1.22	1.42	44.12	1.69	0.8	2.21	10.2	0.2	0	0.33	1.2
WBGene00233170	38.31	27.52	27.21	15.71	85.39	79.78	75.77	10.91	22.39	22.75	26.82	30.51
WBGene00233172	14.93	12.81	15.94	11.99	15.76	17.71	14.35	0	16.03	12.59	13.75	13.63
WBGene00233173	61.69	76.87	76.64	50.13	175.54	161.37	59.95	13.17	32.43	31.01	36.93	93.69
WBGene00233175	134.7	150.92	104.38	64.66	98.32	102.53	36.08	0	44.58	34.57	35.86	36.73
WBGene00233176	5.19	4.54	8.18	8.32	6.8	12.1	3.43	0	0.81	3.9	1.66	2.41
WBGene00233179	11.02	9.25	11.06	22.16	32.61	33.36	62.84	13.24	31.42	38.97	35.96	12.93
WBGene00233180	139.68	155.68	163.83	73.11	141.18	141.94	79.93	11.17	64.86	67.24	70.28	116.65
WBGene00233181	132.45	128.46	138.53	808.42	390.5	407.94	573.56	129.29	497.91	521.24	536.85	912.63
WBGene00233182	10.85	13.44	17.58	53.38	42.74	41.19	30.18	155.49	31.23	33.56	33.99	30.56
WBGene00233183	34.57	38.89	40.99	37.78	47.15	49.89	36.3	33.13	22.68	25.04	23	44.93
WBGene00233184	0	0	0	100.62	0.81	0.42	0	7.03	0	0	0	0.75
WBGene00233185	1.29	0	0.62	1.49	4.42	1.13	0.3	9.6	0	0	0	0
WBGene00233186	362.35	376.84	409.6	80.38	195.91	207.3	59.01	80.77	65.28	66.18	58.34	200.08
WBGene00233188	65.47	63.39	70.53	25.77	56.36	58.68	0.77	0.93	0.33	0.45	0.41	0.79
WBGene00233189	0	3.03	0.59	1.42	2.1	0	1.4	0	0	0	0	1.94
WBGene00233190	231.6	217.81	263.13	205.23	501.37	542.29	401.04	0	298.36	321.26	315.85	245.82
WBGene00233191	1.32	2.18	1.68	131.7	2.26	3.88	2.83	3.28	0.59	1.61	1.44	8.36
WBGene00233196	13.92	13.36	15.65	31.68	10.15	7.36	5.74	0	7.4	3.82	6.06	9.91
WBGene00233197	30.34	34.11	41.32	19.59	104.09	94	46.19	65.27	18.72	19.44	16.68	15.34
WBGene00233198	5.98	6.2	9.35	4.59	22.44	24.19	10.48	102.3	6.23	1.77	4.22	4.34
WBGene00233199	2.97	2.7	1.9	11.15	16.32	16.07	15.32	1.48	5.8	7.24	8.19	3.14
WBGene00233200	34.1	33.62	36.21	98.66	23.68	24.94	133.82	0	109.5	122.39	122.59	29.28
WBGene00233203	32.88	36.86	47.51	85.36	90.23	84.16	132.84	11.67	89.93	82.41	88.92	49.05
WBGene00233204	466.4	449.83	442.86	49.91	303.77	315.89	56.44	34.01	60.77	67.51	64.78	274.38
WBGene00233207	36.01	33.64	39.94	26.35	58.82	55.4	49.87	0	29.64	42.3	28.29	14.02
WBGene00233208	216.86	230.3	252.15	119.84	279.08	260.72	77.72	211.28	74.6	70.64	82.35	169.07
WBGene00233209	0	0	0	0	0	0	0.86	0	0	0	0	0
WBGene00233211	59.48	73.12	83.95	62.19	91.24	94.09	15.44	68.28	20.75	20.58	18.5	11.55
WBGene00233212	251.75	268.74	233.39	231.62	264.06	252.97	407.42	70.86	341.94	338.45	371.46	119.65
WBGene00233214	344.38	363.06	391.74	98.2	181.75	184.38	158.22	1.33	108.76	115.47	120.74	158.89
WBGene00233216	90.84	78.86	94.65	69.21	86.63	81.02	74.49	348.8	46.98	44.63	39.86	76.99
WBGene00233217	1116.71	1097.41	1293.7	444.17	159.75	139.04	563.75	6.74	224.81	262.75	255.3	1194.66
WBGene00233218	3.69	5.88	5.55	99.42	31.66	32.07	11.25	7.86	31.56	34.7	35.58	16.69
WBGene00233219	8.12	10.06	11.47	0.11	12.27	15.67	3.46	0	0.26	0	0.42	5.2
WBGene00233227	13.32	15.59	15.58	135.62	166.28	138.9	151.02	0	61	52.74	46.7	37.47
WBGene00233228	261.07	301.21	319.83	104.23	110.33	130.03	112.24	0	118.22	133.97	122.47	239.47
WBGene00233229	18.67	24.57	18.98	12.86	16.01	13.36	10.97	0	12.41	6.4	11.42	20.31
WBGene00233230	9.03	10.39	5.25	38.36	39.29	36.39	47.42	72.13	22.31	27.71	25.28	11.74
WBGene00233231	0	0	2.33	0.56	0	5.14	6.02	0	0	0	2.12	0
WBGene00233232	4.59	3.79	3.66	2.22	10.49	11.46	6.31	5.7	3.05	2.8	2.5	3.63
WBGene00233233	14.76	16.84	15.06	43.02	15.32	9.58	9.17	0	10.33	9.23	13.1	15.36
WBGene00233234	20.59	12.34	20.18	49.68	27.34	28.09	248.72	12.37	37.08	43.69	55.99	40.45
WBGene00233235	24.33	23.52	22.67	46.98	58.49	62.61	4.97	94.77	13.11	12.97	13.54	3.21
WBGene00233236	3.28	2.71	2.97	0.63	1.25	0.64	1.25	13.58	2.42	6	5.95	0
WBGene00233237	0	0	0	99.03	0	0	0.33	7.21	0	0	0	1.53
WBGene00233238	0	0	0.27	0	0	1.5	0	0	0	0	0	0
WBGene00233239	0	0	0	0	0	0	0.16	5.1	0	0	0	0
WBGene00233240	0	0	0	48	0	1.64	0.09	27.78	0.5	0.68	0	0.59
WBGene00233241	9.47	8.38	7.44	57.44	0.58	0.89	227.2	15.12	99.33	95.76	109.24	20.86
WBGene00233242	70.35	58.81	69.36	174.74	116.3	123.6	374.69	161.06	136.35	130.11	127.26	141.48
WBGene00233243	1.12	0.7	2.15	26.09	18.33	27.75	43.07	0	14.21	16.44	14.68	8.9
WBGene00233244	0.52	0	0.58	429.18	3.54	0.76	2.76	17.93	0.46	0	0.19	6.53
WBGene00233245	2.73	2.72	2.83	5	2.08	1.27	13.52	51.33	8.66	8.16	8.07	0.84
WBGene00233246	0.15	0	0	0.52	4.07	1.96	0	171.21	0	0	0	0.23
WBGene00233247	155.44	151.55	165.4	52.11	41.65	34.39	43.39	30.44	15.99	19.08	18.27	56.01
WBGene00233248	12.77	10.26	11.32	48.41	20.28	33.76	37.96	207.94	21.38	31.55	25.73	12.35
WBGene00233251	49.78	51.15	58.5	26.53	98.58	109.49	58.93	15.08	116.77	102.08	128.15	7.69
WBGene00233252	0	0	0	0	0	0	1.41	0	0	0	0	0
WBGene00233253	4.37	0.6	3.49	104.31	4.17	8.14	3.57	90.56	1.29	1.78	1.06	1.54
WBGene00233254	3.23	0.8	1.08	64.75	2.21	1.14	2	2.4	0.86	1.18	1.05	0.51
WBGene00233255	75.66	81.91	92.31	68.84	65.26	64.99	38.87	27.37	18.56	19.87	23.34	74.38
WBGene00233258	18.1	22.42	19.76	56.47	38.74	35.72	13.14	52.38	12.13	10.93	16.11	10.89
WBGene00233259	44.62	36.51	39.15	144.49	86.84	104.35	91.37	63.95	36.89	44.96	39.21	60.2
WBGene00233261	6.4	6.61	5.61	6.18	10.97	15.03	2.93	0	7.09	0	2.32	3.37
WBGene00233263	4.64	3.76	9.47	0.21	0.31	3.46	0	0	0	0	0	0
WBGene00233264	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00233265	2.06	4.01	2.68	5.3	9.6	8.05	18.71	70.24	4.7	1.61	3.53	3.26
WBGene00233266	12.03	15.63	15.16	0.85	4.53	4.14	4.1	48.1	0	0.54	0	0.93
WBGene00233267	21	20.09	20.36	34.85	29.64	22.96	44.07	249.62	53.02	49.07	51.49	45.43
WBGene00233271	7.19	8.01	5.5	0.83	16.02	20.9	9.23	0	0.96	1.31	0.78	3.41
WBGene00233272	1.46	4.53	1.75	2.97	11.28	16.1	7.88	0	0	0	0.8	1.16
WBGene00233273	24.12	23.25	34.63	32.64	45.97	68.49	31.34	0	7.13	14.69	8.75	12.72
WBGene00233276	34.27	30.28	35.36	38.94	102.63	82.43	28.28	238.65	14.57	22.08	21.7	18.67
WBGene00233277	0	0	0	0	17.9	10.35	0	291.7	0	0	0	0
WBGene00233278	0	1.2	0	2.82	11.67	6.85	0.67	0	0	0	2.12	0
WBGene00233279	7.97	5.93	4.58	0.55	16.41	20.79	4.39	128.31	1.7	0	1.04	3.03
WBGene00233280	3.19	0.88	1.53	19.51	10.33	8.11	62.04	134.6	8.48	11	12.72	3.36
WBGene00233289	8.95	7.57	9.38	11.86	19.74	19.28	8.24	5.29	3.21	2.86	2.63	18.43
WBGene00233292	12.12	4.1	11.6	3.83	39.69	32.04	1.01	16.42	0	0	3.6	33.12
WBGene00233296	57.2	65.71	62.41	28.44	51.29	57.91	43.5	1.3	30.05	44.17	32.54	34.39
WBGene00233297	0	2.97	0	0	12.34	23.25	8.25	0	6.38	8.77	0	7.59
WBGene00233298	0.59	0	1.42	5.49	10.14	10.94	11.66	0	1.57	2.16	0.64	1.87
WBGene00233304	0	0	1.28	4.66	22.98	7.08	1.84	99.86	0	0	0	0
WBGene00233309	4.19	5.19	2.67	7.29	21.56	19.69	71.74	0	24.14	25.52	30.39	8.84
WBGene00233310	0	0	1.67	1.01	8.95	4.6	1.2	116.68	2.31	0	0	0
WBGene00233314	0	0	0	0	3.15	1.62	0.42	0	0	0	0	0
WBGene00233318	7.48	9.27	5.37	4.34	3.21	18.14	3.43	0	0	0	0	0
WBGene00233319	0	1.92	0	0	0	0	0.36	0	0	0	0	0
WBGene00233322	55.37	73.99	62.35	13.85	20.48	13.39	8.71	0	7.22	3.97	2.36	25.77
WBGene00233323	0	2.79	1.62	9.8	1.93	6.95	6.46	0	4.49	2.06	3.68	0
WBGene00233324	3.48	8.62	0.83	10.09	17.9	10.73	0	0	0	0	0	0
WBGene00233326	0	0	0.3	1.65	4.35	2.23	4.58	139.29	0	0	0	0
WBGene00233327	1.18	0	2.82	1.37	16.2	14.56	6.23	0	1.57	4.31	3.85	0
WBGene00233331	0	0	0	2.5	0	0	12.85	0	0	0	0	0
WBGene00233334	0	0	0	0.38	4.51	6.94	2.86	0	0.87	0	1.43	0
WBGene00233335	3.93	8.35	7.52	9.44	8.66	11.38	16.86	16.73	8.96	8.21	6.11	2.66
WBGene00233336	16.35	13.5	13.56	9.48	24.3	23.05	40.98	0	4.35	7.97	8.3	5.17
WBGene00233340	3.85	2.39	3.23	2.23	26.42	24.6	11.04	0	7.68	8.8	5.24	7.62
WBGene00233343	1.74	0	0	0	14.92	4.6	6.78	0	2.31	6.36	1.89	11.01
WBGene00233347	2.25	1.86	3.42	0.65	1.29	0.66	0.17	30.79	0	0.69	0.41	0.59
WBGene00233354	5.41	6.7	9.49	1.05	9.28	19.06	0.83	0	7.19	0	0	34.23
WBGene00233358	1.64	0	1.18	1.43	2.81	0	0.94	6.11	1.09	1.5	0.89	0
WBGene00233360	39.66	41.67	31.36	5	28.1	34.95	12.65	0	19.49	18.91	17.83	9.55
WBGene00233368	0.4	0.99	1.34	3.47	13.01	11.26	10.16	23.81	6.9	1.46	3.91	1.9
WBGene00233369	3.38	6.98	8.09	9.15	7.73	3.97	14.21	50.38	3	6.18	7.36	3.57
WBGene00233370	0	0	4.22	3.83	11.34	3.88	2.53	32.84	2.93	4.03	2.4	6.97
WBGene00233371	0	0	6.51	49.62	20.01	6.85	0	0	0	3.55	2.12	0
WBGene00233375	12.71	10.19	6.08	34.25	24.36	11.2	33.76	0	6.96	10.93	8.13	16.56
WBGene00233378	0	0	0	0	0	0	0	11.03	0	0	0	0
WBGene00233387	1.3	0	0	9.08	8.95	5.75	2.69	0	0	2.38	1.42	0
WBGene00233394	0	0	5.58	0.85	5	1.29	0	21.73	0	0	0	0
WBGene00233398	330.54	313.02	225.99	2.74	40.5	29.13	0	0	0	0	0	0
WBGene00233412	11.17	17.31	11.36	198.45	55.1	67.69	176.46	0	72.42	81.68	88.14	28.73
WBGene00233414	41.91	24.16	27.2	44.28	12.81	12.43	4.76	0	35.86	20.47	25.28	68.28
WBGene00233415	0	0	3.75	9.08	31.33	9.2	102.92	330.59	3.47	4.77	8.52	4.13
WBGene00233418	0	0	0	0	2.24	1.15	0	29.17	0	0	0	0
WBGene00233423	36.11	37.93	42.63	66.44	71.05	70.58	91.92	221.28	57.51	69.01	73.59	23.49
WBGene00233424	582.51	626.42	748.44	141.73	253.73	268.83	132.7	0	110.95	104.97	102.58	551.3
WBGene00233429	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00233432	0	0	1.4	6.77	15.01	21.85	2.01	0	9.69	18.66	7.93	0
WBGene00233433	0	0	0.91	6.64	22.9	15.12	0.44	0	12.68	24.4	10.37	0
WBGene00233434	0	0	0	0	0	0	5.12	0	3.3	0	0	0
WBGene00233440	5.27	2.61	8.08	11.01	45.24	43.69	35.32	55.03	1.4	3.86	0	10.02
WBGene00233441	0	2.01	0.78	0	2.79	12.89	1.49	0	0	0	0	0
WBGene00233449	1.02	0	3.91	2.37	8.77	7.21	44.3	0	2.72	0	4.45	0
WBGene00233457	23.21	10.46	4.04	44.05	57.9	33.47	33.87	0	16.83	11.57	41.32	30.05
WBGene00233461	0	0	0	0	27.88	31.51	0	411.88	0	0	0	2.57
WBGene00233468	0	0	0.42	4.75	0	1.03	1.81	0	0.78	0.53	0.32	0.93
WBGene00233471	12.05	8.24	10.14	48.19	49.89	49.43	56.21	15.48	26.52	25.06	36.62	5.26
WBGene00233484	7.61	8.65	5.46	21.34	80.51	68.19	28.65	0	5.9	8.11	5.52	6.02
WBGene00233487	0	0	0	1.15	0	0	2.27	0	0	0	0	0
WBGene00233489	55.85	51.15	63.49	153.87	237.43	232.99	193.37	11.31	79.91	88.21	86.86	130.65
WBGene00233497	2.65	2.46	5.39	1.15	15.91	11.09	49.83	29.62	20.26	7.27	24.51	1.05
WBGene00233499	3.56	5.89	5.4	0	4.07	2.09	0	0	0	0	0	0
WBGene00233503	7.88	7.53	9.04	1.14	5.07	7.23	2.71	90.54	5.24	7.8	5	6.49
WBGene00233504	2.2	0	2.11	11.5	11.34	9.71	0.51	0	8.79	12.08	11.99	0
WBGene00233508	0	0	0.2	6.85	2.17	1.49	0.77	15.72	0	0	0	0
WBGene00233512	16.59	14.34	14.59	15.22	15.22	15.98	43.53	0	10.77	5.64	12.59	51.89
WBGene00233518	2.67	2.21	3.84	1.55	18.33	14.91	3.68	0	2.37	0	0	2.82
WBGene00233519	4.55	1.88	8.72	16.72	7.81	8.02	30.28	0	8.07	2.77	4.95	9.61
WBGene00233521	1.06	2.63	4.07	0.62	5.47	2.81	0.97	0	0	0	0	97.5
WBGene00233524	3.28	6.78	3.66	12.69	5.63	3.86	30.35	0	16	13.99	14.28	3.46
WBGene00233526	0.75	3.73	3.96	5.24	11.63	14.6	7.25	0	2	0	0.82	11.92
WBGene00233527	1.84	2.28	4.39	4.26	25.2	6.47	9.26	0	9.77	13.42	5.99	8.72
WBGene00233542	0	0	0	3.59	0	0	306.25	0	4.12	0	0	0
WBGene00233550	56.42	86.85	93.28	24.79	175.95	94.91	23.52	4956.15	9.09	12.5	7.44	24.35
WBGene00233554	0.77	0.48	1.39	2.13	4.98	4.43	35.04	0	8.74	12.37	10.52	0.61
WBGene00233557	15.02	3.72	7.19	19.17	0	0	0.69	0	11.99	5.49	26.16	4.75
WBGene00233558	21.56	10.68	11.35	2.5	7.4	11.4	0.49	0	0	0	0	3.41
WBGene00233561	0	0	2.71	0	0	0	5.85	0	0	0	0	0
WBGene00233563	4.08	3.37	22.1	14.18	44.27	43.09	0.93	657.98	16.25	14.9	5.91	19.34
WBGene00233565	0	0	0	4.68	0	1.02	16.66	0	0	0	0	0
WBGene00233566	8.95	9.39	9.23	105.44	34.25	41.26	144.01	143.69	142.83	132.14	158.84	16.34
WBGene00233573	12.4	10.97	20.34	15.4	94.15	56.17	81.21	541.03	18.83	9.71	30.83	16.81
WBGene00233578	80.96	77.9	92.87	265.11	161.45	162.64	641.15	20.94	421.2	408.23	436.6	72.8
WBGene00233587	54.09	58.64	47.46	26.14	77.31	55.61	36.17	0	8.99	16.47	7.36	17.83
WBGene00233589	46.13	52.54	51.29	83.47	91.69	86.85	136.58	22.98	81.15	90.42	93.54	55.51
WBGene00233591	16.93	20.98	19.68	0	66.37	51.15	11.65	0	0	0	0	11.48
WBGene00233593	2.36	0	0	1.37	16.2	4.16	4.87	123.16	0	4.31	2.57	3.74
WBGene00233595	0	0	0	0.36	0	1.11	31.15	37.49	1.67	13.79	2.74	0
WBGene00233596	0	0	0.47	0.76	2.81	4.61	19.44	141.45	3.05	1.79	2.85	1.04
WBGene00233597	0	0	0	1.55	0	2.36	4.92	339.52	0	4.9	0	0
WBGene00233599	0.46	0	0.8	1.51	9.7	5.12	1.3	300.59	0.41	0.28	0.17	0.97
WBGene00233601	1.51	1.5	1.74	14.39	4.15	5.07	170.36	248.07	4.83	8.85	12.51	0.48
WBGene00233602	0.49	0.36	0.7	7.44	1.68	1.29	12.73	28.45	4.82	3.4	5.43	0.77
WBGene00233606	0	0	1.19	0	0	2.18	1.14	0	0	0	0	0
WBGene00233607	17	10.53	2.71	1.64	72.89	62.41	27.29	0	0	15.53	21.58	13.45
WBGene00233608	0	0	0.77	0	0	0	0.73	0	0	0	1.74	2.53
WBGene00233609	0	0	0.78	0.94	5.58	1.43	4.85	169.6	0	5.94	0	0
WBGene00233610	1.3	0.65	1.25	0.3	4.03	3.45	5.03	9.72	0.35	0	0	9.91
WBGene00233611	45.4	36.94	43.46	11	33.71	16.12	115.61	65.65	29.73	35.91	24.33	20.37
WBGene00233612	1.65	6.14	2.37	6.71	5.67	8.74	2.27	0	19.78	21.14	16.18	7.85
WBGene00233613	0.51	0	0.49	0.89	3.53	4.53	64.92	248.87	2.73	0.94	2.24	2.44
WBGene00233616	1.94	2.41	1.86	4.51	0	0	14.71	0	0	0	0	0
WBGene00233623	0	1.02	0.4	0.96	0	0	6.06	18.47	1.1	0	0	2.62
